propietario,nombre_comun,nombre_cientifico,orden,familia,codigo
veronica_servetto1(1),Golondrina Parda Grande,Progne tapera,Passeriformes,Hirundinidae,LC
veronica_servetto1(1),Golondrina Azul Chica,Pygochelidon cyanoleuca,Passeriformes,Hirundinidae,LC
veronica_servetto1(1),Golondrina Tijereta,Hirundo rustica,Passeriformes,Hirundinidae,LC
veronica_servetto1(1),Piojito Azulado,Polioptila dumicola,Passeriformes,Polioptilidae,LC
veronica_servetto1(1),Ratonera,Troglodytes musculus,NA,NA,NA
veronica_servetto1(1),Sabiá,Turdus amaurochalinus,Passeriformes,Turdidae,LC
veronica_servetto1(1),Cachirla Chica,Anthus chii,Passeriformes,Motacillidae,LC
veronica_servetto1(1),Cachirla Uña Larga,Anthus correndera,Passeriformes,Motacillidae,LC
veronica_servetto1(1),Cabecitanegra,Spinus magellanicus,Passeriformes,Fringillidae,LC
veronica_servetto1(1),Chingolo,Zonotrichia capensis,Passeriformes,Passerellidae,LC
veronica_servetto1(1),Pecho Colorado,Leistes superciliaris,Passeriformes,Icteridae,LC
veronica_servetto1(1),Alférez,Agelasticus thilius,Passeriformes,Icteridae,LC
veronica_servetto1(1),Pecho Amarillo,Pseudoleistes virescens,Passeriformes,Icteridae,LC
veronica_servetto1(1),Pitiayumí,Setophaga pitiayumi,Passeriformes,Parulidae,LC
veronica_servetto1(1),Dorado,Sicalis flaveola,Passeriformes,Thraupidae,LC
veronica_servetto1(1),Misto,Sicalis luteola,Passeriformes,Thraupidae,LC
veronica_servetto1(1),Dominó,Sporophila collaris,Passeriformes,Thraupidae,LC
veronica_servetto1(1),Rey del Bosque Verdoso,Saltator similis,Passeriformes,Thraupidae,LC
veronica_servetto1,Chajá,Chauna torquata,Anseriformes,Anhimidae,LC
veronica_servetto1,Paloma de Monte,Patagioenas picazuro,Columbiformes,Columbidae,LC
veronica_servetto1,Torcaza,Zenaida auriculata,Columbiformes,Columbidae,LC
veronica_servetto1,Picaflor Bronceado,Hylocharis chrysura,Caprimulgiformes,Trochilidae,LC
veronica_servetto1,Chorlo Dorado,Pluvialis dominica,Charadriiformes,Charadriidae,LC
veronica_servetto1,Tero,Vanellus chilensis,Charadriiformes,Charadriidae,LC
veronica_servetto1,Playerito Canela,Calidris subruficollis,Charadriiformes,Scolopacidae,VU
veronica_servetto1,Cigüeña Cabeza Pelada,Mycteria americana,Ciconiiformes,Ciconiidae,LC
veronica_servetto1,Biguá,Nannopterum brasilianum,Suliformes,Phalacrocoracidae,LC
veronica_servetto1,Cuervillo de Cañada,Plegadis chihi,Pelecaniformes,Threskiornithidae,LC
veronica_servetto1,Cuervillo Cara Pelada,Phimosus infuscatus,Pelecaniformes,Threskiornithidae,LC
veronica_servetto1,Caracolero,Rostrhamus sociabilis,Accipitriformes,Accipitridae,LC
veronica_servetto1,Carpintero Nuca Roja,Colaptes melanochloros,Piciformes,Picidae,LC
veronica_servetto1,Carpintero de Campo,Colaptes campestris,Piciformes,Picidae,LC
veronica_servetto1,Carancho,Caracara plancus,Falconiformes,Falconidae,LC
veronica_servetto1,Chimango,Daptrius chimango,NA,NA,NA
veronica_servetto1,Cotorra,Myiopsitta monachus,Psittaciformes,Psittacidae,LC
veronica_servetto1,Hornero,Furnarius rufus,Passeriformes,Furnariidae,LC
veronica_servetto1,Tiotío Común,Phacellodomus striaticollis,Passeriformes,Furnariidae,LC
veronica_servetto1,Fiofío Pico Corto,Elaenia parvirostris,Passeriformes,Tyrannidae,LC
veronica_servetto1,Churrinche,Pyrocephalus rubinus,Passeriformes,Tyrannidae,LC
veronica_servetto1,Pico de Plata,Hymenops perspicillatus,Passeriformes,Tyrannidae,LC
veronica_servetto1,Vinchero,Satrapa icterophrys,Passeriformes,Tyrannidae,LC
veronica_servetto1,Viudita Blanca Común,Xolmis irupero,Passeriformes,Tyrannidae,LC
veronica_servetto1,Picabuey,Machetornis rixosa,Passeriformes,Tyrannidae,LC
veronica_servetto1,Benteveo,Pitangus sulphuratus,Passeriformes,Tyrannidae,LC
veronica_servetto1,Benteveo Real,Tyrannus melancholicus,Passeriformes,Tyrannidae,LC
veronica_servetto1,Tijereta,Tyrannus savana,Passeriformes,Tyrannidae,LC
veronica_servetto1,Juan Chiviro,Cyclarhis gujanensis,Passeriformes,Vireonidae,LC
veronica_servetto1,Chiví,Vireo chivi,Passeriformes,Vireonidae,LC
veronica_servetto1,Golondrina Ceja Blanca,Tachycineta leucorrhoa,Passeriformes,Hirundinidae,LC
veronica_servetto1,Golondrina Parda Grande,Progne tapera,Passeriformes,Hirundinidae,LC
veronica_servetto1,Golondrina Tijereta,Hirundo rustica,Passeriformes,Hirundinidae,LC
veronica_servetto1,Ratonera,Troglodytes musculus,NA,NA,NA
veronica_servetto1,Cachirla Chica,Anthus chii,Passeriformes,Motacillidae,LC
veronica_servetto1,Chingolo,Zonotrichia capensis,Passeriformes,Passerellidae,LC
veronica_servetto1,Pecho Colorado,Leistes superciliaris,Passeriformes,Icteridae,LC
veronica_servetto1,Tordo Pico Corto,Molothrus rufoaxillaris,Passeriformes,Icteridae,LC
veronica_servetto1,Federal,Amblyramphus holosericeus,Passeriformes,Icteridae,LC
veronica_servetto1,Garibaldino,Chrysomus ruficapillus,Passeriformes,Icteridae,LC
veronica_servetto1,Cardenal Copete Rojo,Paroaria coronata,Passeriformes,Thraupidae,LC
veronica_servetto1,Sietevestidos,Poospiza nigrorufa,Passeriformes,Thraupidae,LC
veronica_servetto1,Dorado,Sicalis flaveola,Passeriformes,Thraupidae,LC
veronica_servetto1,Misto,Sicalis luteola,Passeriformes,Thraupidae,LC
veronica_servetto1,Gargantillo,Sporophila caerulescens,Passeriformes,Thraupidae,LC
